OTU	Domain	Phylum	Class	Order	Family	Genus	Species
ASV002530	Fungi	Ascomycota	Sordariomycetes				
ASV002552	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV002559	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV002596	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV002685	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis		
ASV002694	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
ASV002812	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV002996	Fungi	Ascomycota					
ASV003033	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_trachyspermus
ASV003134	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella_cucumerina
ASV003348	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_ambigua
ASV003417	Fungi						
ASV003874	Fungi	Mucoromycota	Endogonomycetes	Endogonales			
ASV003878	Fungi						
ASV004056	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_elongata
ASV004078	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV001699	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales			
ASV001849	Fungi	Ascomycota	Eurotiomycetes	Onygenales			
ASV001857	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11			
ASV001864	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae		
ASV001936	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_irregularis
ASV001963	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Monascus	Monascus_purpureus
ASV001973	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11			
ASV001986	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scedosporium	Scedosporium_boydii
ASV001992	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
ASV002032	Fungi						
ASV002039	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Calvatia	
ASV002053	Fungi	Ascomycota					
ASV002068	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Gongronella	Gongronella_butleri
ASV002070	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV002102	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Neurospora_crassa
ASV002127	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
ASV002130	Fungi	Ascomycota					
ASV002131	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus_rubrotinctus
ASV002163	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV002166	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	
ASV002168	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum_commune
ASV002191	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV002248	Fungi	Ascomycota					
ASV002274	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	
ASV002279	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	
ASV002286	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS10			
ASV002305	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV002322	Fungi	Basidiomycota					
ASV002335	Fungi	Basidiomycota	Agaricomycetes				
ASV002336	Fungi						
ASV002348	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV002363	Fungi						
ASV002368	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV002402	Fungi	Basidiomycota	Agaricomycetes				
ASV002412	Fungi	Ascomycota					
ASV002440	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_indicum
ASV002455	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae		
ASV002458	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cosmospora	Cosmospora_gigas
ASV002461	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_arunalokei
ASV002485	Fungi	Ascomycota	Sordariomycetes	Xylariales			
ASV002512	Fungi	Ascomycota	Sordariomycetes				
ASV002567	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	
ASV002575	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales			
ASV002578	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum_gloeosporioides
ASV002588	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	
ASV002593	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	
ASV002602	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV002603	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_solani
ASV002609	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Rosellinia	
ASV002629	Fungi	Ascomycota					
ASV002693	Fungi	Ascomycota					
ASV002723	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_nematophilum
ASV002738	Fungi						
ASV002765	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Sarocladium	Sarocladium_kiliense
ASV002785	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_ambigua
ASV002800	Fungi	Basidiomycota	Agaricomycetes				
ASV002821	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	
ASV002837	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae		
ASV002867	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum_gigasporum
ASV002871	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	
ASV002912	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
ASV003012	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV003251	Fungi	Ascomycota	Sordariomycetes				
ASV003285	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_kluyveri
ASV003373	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
ASV003521	Fungi						
ASV003606	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae		
ASV003665	Fungi						
ASV003857	Fungi						
ASV003911	Fungi						
ASV004152	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
ASV004169	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV004234	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Bionectria	Bionectria_setosa
ASV004254	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV004272	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis		
ASV001895	Fungi	Ascomycota					
ASV001941	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia_frigida
ASV002003	Fungi	Glomeromycota	Paraglomeromycetes				
ASV002011	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV002031	Fungi	Glomeromycota	Glomeromycetes	Diversisporales			
ASV002075	Fungi	Glomeromycota	Paraglomeromycetes				
ASV002084	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	
ASV002105	Fungi	Basidiomycota	Agaricomycetes				
ASV002112	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Cyclocybe	Cyclocybe_erebioides
ASV002113	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	Wickerhamomyces_mucosus
ASV002140	Fungi						
ASV002165	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_ambigua
ASV002170	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV002180	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Dictyosporium	
ASV002181	Fungi	Ascomycota					
ASV002214	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	Podospora_communis
ASV002222	Fungi	Ascomycota	Sordariomycetes				
ASV002242	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Kernia	
ASV002268	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV002289	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_anisopliae
ASV002299	Fungi	Ascomycota					
ASV002310	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium	
ASV002314	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum_yunnanense
ASV002345	Fungi						
ASV002353	Fungi						
ASV002375	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pseudaleuria	
ASV002384	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV002399	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV002407	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	
ASV002420	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Waitea	Waitea_circinata
ASV002429	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV002436	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_penicillioides
ASV002449	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV002460	Fungi	Ascomycota	Dothideomycetes				
ASV002472	Fungi	Ascomycota					
ASV002481	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cladorrhinum	
ASV002494	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV002509	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae		
ASV002531	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_macrocarpum
ASV002548	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	Tetracladium_marchalianum
ASV002555	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV002561	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae		
ASV002563	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae		
ASV002565	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Subulicystidium	
ASV002576	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Ustilaginoidea	Ustilaginoidea_virens
ASV002580	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	
ASV002581	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Volutella	Volutella_consors
ASV002582	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV002590	Fungi						
ASV002613	Fungi						
ASV002614	Fungi	Ascomycota					
ASV002620	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV002623	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	Schizothecium_inaequale
ASV002638	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_aggregatum
ASV002654	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	Schizothecium_inaequale
ASV002659	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis		
ASV002681	Fungi						
ASV002695	Fungi	Ascomycota	Sordariomycetes				
ASV002730	Fungi	Ascomycota	Sordariomycetes				
ASV002739	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV002786	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_flanaganii
ASV002835	Fungi						
ASV002861	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae		
ASV002865	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	
ASV002891	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus_constrictum
ASV002910	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	Tetracladium_marchalianum
ASV002922	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
ASV002924	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV002925	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Lophiotrema	Lophiotrema_rubi
ASV002934	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
ASV003067	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae		
ASV003082	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	Arthrobotrys_oligospora
ASV003096	Fungi	Basidiomycota	Agaricomycetes				
ASV003166	Fungi	Ascomycota	Sordariomycetes	Branch06			
ASV003282	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae		
ASV003309	Fungi	Ascomycota					
ASV003311	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS05			
ASV003567	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_flanaganii
ASV003939	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Campylospora	Campylospora_parvula
ASV003963	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	
ASV004000	Fungi						
ASV004182	Fungi						
ASV004287	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pseudaleuria	
ASV004307	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_trachyspermus
ASV004348	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae		
ASV004418	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
ASV001929	Fungi	Ascomycota	Sordariomycetes				
ASV001980	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	Podospora_communis
ASV002021	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	
ASV002077	Fungi						
ASV002134	Fungi						
ASV002146	Fungi	Ascomycota					
ASV002152	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	Branch02			
ASV002182	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV002205	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae		
ASV002223	Fungi	Ascomycota					
ASV002240	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV002282	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_nomius
ASV002285	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales			
ASV002292	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scedosporium	Scedosporium_boydii
ASV002293	Fungi						
ASV002296	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV002337	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces_punctatus
ASV002344	Fungi						
ASV002361	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	Thanatephorus_cucumeris
ASV002388	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_sumatraense
ASV002389	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae		
ASV002410	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Annulohypoxylon	Annulohypoxylon_stygium
ASV002413	Fungi	Ascomycota	Dothideomycetes				
ASV002425	Fungi						
ASV002438	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_ambigua
ASV002445	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae		
ASV002469	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae	Acrocalymma	
ASV002501	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum_chlorophyti
ASV002503	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_flanaganii
ASV002562	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_trachyspermus
ASV002566	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Clavatospora	Clavatospora_longibrachiata
ASV002572	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV002585	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	
ASV002592	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_ambigua
ASV002595	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Clonostachys_compactiuscula
ASV002606	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myrothecium	Myrothecium_cinctum
ASV002608	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
ASV002624	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV002626	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV002627	Fungi	Ascomycota	Sordariomycetes				
ASV002643	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV002645	Fungi						
ASV002668	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	
ASV002689	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV002698	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phanerochaete	Phanerochaete_angustocystidiata
ASV002721	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
ASV002729	Fungi						
ASV002745	Fungi						
ASV002747	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Occultifur	Occultifur_externus
ASV002749	Fungi	Mucoromycota	Endogonomycetes	Endogonales			
ASV002760	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV002799	Fungi	Ascomycota	Sordariomycetes				
ASV002828	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV002840	Fungi	Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae	Pleurotheciella	
ASV002882	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	
ASV002883	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV002904	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
ASV002917	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
ASV002920	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis_leptospora
ASV002923	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	
ASV002932	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	Aureobasidium_pullulans
ASV002991	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophaeosphaeria	Setophaeosphaeria_hemerocallidis
ASV003020	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Stephanonectria	Stephanonectria_keithii
ASV003025	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_aggregatum
ASV003036	Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales	Microstromatales_fam_Incertae_sedis	Jaminaea	Jaminaea_angkorensis
ASV003042	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV003059	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Dissoconiaceae	Ramichloridium	Ramichloridium_strelitziae
ASV003077	Fungi						
ASV003091	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	Cunninghamella_blakesleeana
ASV003106	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
ASV003111	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Biscogniauxia	
ASV003113	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV003137	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis_leptospora
ASV003155	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema_laurentii
ASV003278	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiaceae	Rhizophydium	Rhizophydium_globosum
ASV003300	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis		
ASV003333	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Simplicillium	
ASV003337	Fungi	Ascomycota	Sordariomycetes				
ASV003398	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_indicum
ASV003471	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Trichocladium	Trichocladium_opacum
ASV003504	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_sp
ASV003517	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Issatchenkia	Issatchenkia_orientalis
ASV003560	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_sayulitensis
ASV003598	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	
ASV003727	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Bionectria	Bionectria_setosa
ASV003867	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis_leptospora
ASV004121	Fungi	Ascomycota					
ASV004308	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	Tetracladium_marchalianum
ASV004390	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Bionectria	Bionectria_setosa
ASV004454	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Schwanniomyces	Schwanniomyces_occidentalis
ASV004469	Fungi						
ASV004481	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae		
ASV004508	Fungi						
ASV004521	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Anguillospora	Anguillospora_longissima
ASV004528	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_harzianum
ASV004536	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_chienii
ASV004558	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV002122	Fungi						
ASV002137	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae		
ASV002159	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Calceomyces	Calceomyces_lacunosus
ASV002173	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	
ASV002175	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
ASV002188	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV002220	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	
ASV002234	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis_scobicola
ASV002243	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_halotolerans
ASV002259	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Ceriporiopsis	Ceriporiopsis_carnegieae
ASV002347	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_macrocarpum
ASV002372	Fungi						
ASV002376	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Arthroderma	Arthroderma_curreyi
ASV002381	Fungi						
ASV002392	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum_gloeosporioides
ASV002394	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	
ASV002417	Fungi						
ASV002422	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	Myrmecridium_schulzeri
ASV002453	Fungi	Ascomycota	Dothideomycetes				
ASV002456	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium	Scolecobasidium_terreum
ASV002457	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Mycothermus	Mycothermus_thermophilus
ASV002464	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV002468	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV002480	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Sirastachys	
ASV002483	Fungi	Glomeromycota	Paraglomeromycetes				
ASV002515	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
ASV002538	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Angulomycetaceae	Angulomyces	Angulomyces_argentinensis
ASV002540	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae		
ASV002550	Fungi						
ASV002556	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV002560	Fungi	Ascomycota	Dothideomycetes				
ASV002574	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella	Idriella_lunata
ASV002584	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypella	
ASV002594	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_furcatum
ASV002597	Fungi	Basidiomycota					
