,logFC,logCPM,LR,PValue,FDR,Domain,Phylum,Class,Order,Family,Genus,Species,threshold
ASV001934,-2.74827452979412,7.46201634519651,0.642034712553105,0.422974957323869,0.784042842117005,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,Dominikia_difficilevidera,Not significant
ASV001942,-2.12147556872418,7.37235931653006,2.13298450544486,0.144159829246012,0.567708308064574,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusicolla,,Not significant
ASV001949,-1.73758034943589,7.32633385966587,2.1514146786589,0.142438591896148,0.565951818641464,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus,,Not significant
ASV001961,2.85813629414869,7.4797004367262,0.627324396724385,0.428338444536244,0.784042842117005,Fungi,Ascomycota,,,,,,Not significant
ASV001967,-2.24913446209328,7.390995434602,0.502582991310654,0.478367371619848,0.784042842117005,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,,Not significant
ASV002004,-2.24913446209328,7.390995434602,0.502582991310654,0.478367371619848,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Not significant
ASV002028,-2.41922807071034,7.41340863587315,0.519465481535444,0.47106978143629,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_nematophilum,Not significant
ASV002029,-2.24913446209328,7.390995434602,0.502582991310654,0.478367371619848,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_trachyspermus,Not significant
ASV002036,-1.37084440478167,7.31657444840107,2.36375658498913,0.124182825348334,0.534181218564173,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,Cystofilobasidium_capitatum,Not significant
ASV002047,-3.41653506913994,7.58469811265025,1.25585216510324,0.262437681885012,0.728066723012699,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_flanaganii,Not significant
ASV002050,-2.29231685122936,7.39378085756642,2.43649095623845,0.118541137906586,0.52784864379343,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,,,Not significant
ASV002056,2.44479655855212,7.41679551646016,0.535589854356116,0.464266202708275,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,,,,,Not significant
ASV002132,-3.42061380622224,7.58469811265025,0.770107228872045,0.380183882261114,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Pseudodinemasporium,Pseudodinemasporium_fabiforme,Not significant
ASV002149,2.85815319973797,7.4797004367262,0.604872099372572,0.436725114255747,0.784042842117005,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,,Not significant
ASV002171,-2.7483976030145,7.46201634519651,0.551047311206937,0.457890078865052,0.784042842117005,Fungi,Ascomycota,,,,,,Not significant
ASV002194,-2.99882721952726,7.503912510535,0.628353503398523,0.427959903563509,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Neoidriella,Neoidriella_desertorum,Not significant
ASV002200,1.23648661432986,7.32652648942191,0.529597329560058,0.466776199687503,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,,,Not significant
ASV002218,-2.09369146651175,7.36936150515161,1.9056433056089,0.16744801144589,0.576916023240698,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_minutus,Not significant
ASV002231,2.44479655855212,7.41679551646016,0.535589854356116,0.464266202708275,0.784042842117005,Fungi,,,,,,,Not significant
ASV002245,-2.27860999044652,7.39475242857776,0.505540377886008,0.477075791417758,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,,,Not significant
ASV002246,-2.30419466443107,7.39805621534424,0.508096155480422,0.475964179235236,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Volutella,,Not significant
ASV002258,-2.06956045914935,7.3691849198724,0.517362956162046,0.471968742666481,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,,Not significant
ASV002271,2.44479655855212,7.41679551646016,0.535589854356116,0.464266202708275,0.784042842117005,Fungi,Basidiomycota,Wallemiomycetes,Wallemiales,Wallemiaceae,Wallemia,Wallemia_sebi,Not significant
ASV002278,-2.25374942654271,7.38352289095289,3.14679025818879,0.0760764730109862,0.396576285037362,Fungi,Ascomycota,,,,,,Not significant
ASV002287,-1.15304476784496,7.27676077148223,2.14587703863681,0.142953322753378,0.566148646264632,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Not significant
ASV002306,-3.61202078452603,7.62584794014585,0.889298543221463,0.345667466823293,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,,Not significant
ASV002324,-2.20744510660169,7.38577085222003,0.498375727737214,0.480214684028745,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_persicinum,Not significant
ASV002325,-2.7483976030145,7.46201634519651,0.551047311206937,0.457890078865052,0.784042842117005,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,,Not significant
ASV002358,-2.57091186499823,7.43307185133264,1.89371607189423,0.168783380348973,0.578774506569853,Fungi,Ascomycota,Laboulbeniomycetes,Pyxidiophorales,,,,Not significant
ASV002371,-0.95067825192576,7.30992968787215,0.515192045721082,0.472899855864551,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,,,Not significant
ASV002373,-2.41969921225386,7.41340863587315,0.664786163749108,0.414875315257157,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Not significant
ASV002391,-2.39406319464873,7.40856659280711,2.38385172802035,0.122594944027158,0.531609158558528,Fungi,Ascomycota,,,,,,Not significant
ASV002408,-3.41799301801947,7.58469811265025,1.09120496860179,0.296204380948774,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Corallomycetella,Corallomycetella_repens,Not significant
ASV002414,-2.30499838422819,7.39805621534424,0.662633747967061,0.415631668213199,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,,Not significant
ASV002434,-1.18723219607844,7.27814476393261,2.45491842219491,0.117157255421748,0.524741180862669,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,,Not significant
ASV002437,3.74663556897867,7.6570147490132,1.32673176808709,0.249387472871787,0.709795115096624,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,Not significant
ASV002459,-1.2650492976493,7.28511983141449,2.0571683246805,0.151491459855601,0.570475829624786,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tetraplosphaeriaceae,Tetraplosphaeria,,Not significant
ASV002467,-2.24913446209328,7.390995434602,0.502582991310654,0.478367371619848,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Hypoxylon,,Not significant
ASV002479,-0.587432477652365,7.25321233635474,0.855096438765305,0.355114566550885,0.784042842117005,Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,,,,,Not significant
ASV002484,2.02307077641136,7.36260498732098,1.12485894712641,0.288874597451733,0.774162762857759,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygosaccharomyces,Zygosaccharomyces_bailii,Not significant
ASV002502,-0.44708507344291,7.33340769524719,0.0383846296358947,0.844672816378214,0.859057743337748,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Arthrinium,,Not significant
ASV002506,-1.18007762991158,7.27818653499618,2.1944015391694,0.13851299701394,0.563993112243365,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Paracremonium,,Not significant
ASV002530,3.74671065823185,7.6570147490132,1.31893950296824,0.250782465445533,0.711005062665277,Fungi,Ascomycota,Sordariomycetes,,,,,Not significant
ASV002552,-1.82599077348976,7.33690350040571,1.83270022998507,0.175808940470657,0.583857203280113,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Not significant
ASV002559,3.74956214489989,7.6570147490132,1.01032651983839,0.314824627678001,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,,,Not significant
ASV002596,-1.34406111929423,7.31693964373151,1.59526415846733,0.206575641831888,0.643351770169943,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Not significant
ASV002685,2.85811941133328,7.4797004367262,0.649459380080078,0.420306031590642,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,,,Not significant
ASV002694,-2.72258082520564,7.45794561655686,0.548615016526433,0.458884150426268,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Not significant
ASV002812,1.54062414323176,7.34845259167706,0.52756197166558,0.467633664506136,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,,Not significant
ASV002996,-2.27860999044652,7.39475242857776,0.505540377886008,0.477075791417758,0.784042842117005,Fungi,Ascomycota,,,,,,Not significant
ASV003033,3.02880358457571,7.50909011862566,0.67474784549795,0.411401173068202,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_trachyspermus,Not significant
ASV003134,3.02881423589067,7.50909011862566,0.670774191608601,0.412781818788931,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella_cucumerina,Not significant
ASV003348,3.74968607549693,7.6570147490132,0.996280765108116,0.318212130498512,0.784042842117005,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_ambigua,Not significant
ASV003417,2.8962049553308,7.48516958737834,2.17019912283376,0.140708013497734,0.565951818641464,Fungi,,,,,,,Not significant
ASV003874,2.57735307983255,7.43573913464856,0.548441706422212,0.458955111958955,0.784042842117005,Fungi,Mucoromycota,Endogonomycetes,Endogonales,,,,Not significant
ASV003878,2.18286582427591,7.38259813098975,0.510983596806746,0.474713374293085,0.784042842117005,Fungi,,,,,,,Not significant
ASV004056,3.04769987056301,7.51246832611579,0.673722002377437,0.411756949512871,0.784042842117005,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_elongata,Not significant
ASV004078,3.04770769172141,7.51246832611579,0.67099809377408,0.412703842443584,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Not significant
ASV001699,-1.94271392345931,7.353980201491,0.54132087265006,0.461885828980361,0.784042842117005,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,,,,Not significant
ASV001849,-2.17055521897528,7.37993765401021,0.502236378290568,0.478519121748953,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Onygenales,,,,Not significant
ASV001857,-1.94271392345931,7.353980201491,0.54132087265006,0.461885828980361,0.784042842117005,Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS11,,,,Not significant
ASV001864,-2.17055521897528,7.37993765401021,0.502236378290568,0.478519121748953,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,,,Not significant
ASV001936,-2.34299615962693,7.39161538805285,1.76774154638867,0.183661827592154,0.592960813997302,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_irregularis,Not significant
ASV001963,1.88890477972005,7.34806997945513,0.573681738575156,0.448799589476815,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Monascus,Monascus_purpureus,Not significant
ASV001973,-2.28275183399131,7.39375589043112,0.505889962509388,0.476923493224201,0.784042842117005,Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS11,,,,Not significant
ASV001986,-0.17050662329919,7.24758830509494,0.0720037655520471,0.78844133379166,0.807773592915535,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scedosporium,Scedosporium_boydii,Not significant
ASV001992,-2.11460943956287,7.36638526282391,2.38769169153743,0.12229408770975,0.53098096245407,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,,Not significant
ASV002032,-2.84748980915268,7.47539319305811,1.28520037845085,0.256934347439745,0.719839110028717,Fungi,,,,,,,Not significant
ASV002039,-1.60483339232391,7.30651325656302,3.95474695072396,0.0467393449912895,0.296666561665131,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Calvatia,,Not significant
ASV002053,-2.28514984216088,7.39375589043112,1.09779509156304,0.294750499213758,0.784042842117005,Fungi,Ascomycota,,,,,,Not significant
ASV002068,-1.94969588001424,7.353980201491,1.0886243582439,0.296776207680161,0.784042842117005,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Gongronella,Gongronella_butleri,Not significant
ASV002070,-2.6038892685569,7.43756737247628,1.16615245603002,0.280193219869184,0.761803291082029,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Not significant
ASV002102,-0.139174686352982,7.287803654633,0.0128884147104378,0.909612636408684,0.918517180164687,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Neurospora_crassa,Not significant
ASV002127,-1.33518353712006,7.2898294509736,2.40362191698472,0.121054685894108,0.529548033884195,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Not significant
ASV002130,-3.26442375389386,7.54845515474732,1.02241332569608,0.311947244725742,0.784042842117005,Fungi,Ascomycota,,,,,,Not significant
ASV002131,-2.84964607632606,7.47539319305811,0.904547931924989,0.341565163421346,0.784042842117005,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus,Leucoagaricus_rubrotinctus,Not significant
ASV002163,2.30782379897158,7.39680564870433,0.521991963609,0.469993201766981,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Not significant
ASV002166,-0.795413458790829,7.29464572934077,0.613507854196159,0.433470089883182,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,,Not significant
ASV002168,1.88890477972005,7.34806997945513,0.573681738575156,0.448799589476815,0.784042842117005,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae,Schizophyllum,Schizophyllum_commune,Not significant
ASV002191,-2.14566693916843,7.37696535326921,0.506672254875084,0.476582970737019,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,Not significant
ASV002248,-2.28275183399131,7.39375589043112,0.505889962509388,0.476923493224201,0.784042842117005,Fungi,Ascomycota,,,,,,Not significant
ASV002274,-2.14566693916843,7.37696535326921,0.506672254875084,0.476582970737019,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,,Not significant
ASV002279,-2.11469164518316,7.37331371383965,0.512146728266369,0.474211027627285,0.784042842117005,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Ganoderma,,Not significant
ASV002286,-2.57967719740324,7.43389504899109,0.534958806510774,0.464529502690008,0.784042842117005,Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS10,,,,Not significant
ASV002305,-2.11701604371189,7.37358591081915,0.51173782612285,0.474387530636618,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,,Not significant
ASV002322,-2.85121020215889,7.47539319305811,0.582936457089461,0.445163619856822,0.784042842117005,Fungi,Basidiomycota,,,,,,Not significant
ASV002335,-2.07653490368889,7.36888742913218,0.518811222519474,0.471349221579376,0.784042842117005,Fungi,Basidiomycota,Agaricomycetes,,,,,Not significant
ASV002336,2.30782379897158,7.39680564870433,0.521991963609,0.469993201766981,0.784042842117005,Fungi,,,,,,,Not significant
ASV002348,-2.07653490368889,7.36888742913218,0.518811222519474,0.471349221579376,0.784042842117005,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,Not significant
ASV002363,-2.85124679420918,7.47539319305811,0.574739596295357,0.448381649894738,0.784042842117005,Fungi,,,,,,,Not significant
ASV002368,2.30782379897158,7.39680564870433,0.521991963609,0.469993201766981,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Not significant
ASV002402,2.30782379897158,7.39680564870433,0.521991963609,0.469993201766981,0.784042842117005,Fungi,Basidiomycota,Agaricomycetes,,,,,Not significant
ASV002412,-1.80828823653051,7.33529423498226,3.08789868617967,0.0788766060378875,0.408048581995394,Fungi,Ascomycota,,,,,,Not significant
ASV002440,-0.794211218788159,7.29448845329933,0.616061803459576,0.432514520358524,0.784042842117005,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_indicum,Not significant
ASV002455,-1.94650736413349,7.353980201491,0.859134608217523,0.353980978653441,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,,,Not significant
ASV002458,-2.01224872682882,7.36124212663106,0.855315124320023,0.355053050382922,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cosmospora,Cosmospora_gigas,Not significant
ASV002461,1.14893027963631,7.30200876133802,2.02787905858356,0.154435997369657,0.570475829624786,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia_arunalokei,Not significant
ASV002485,-2.60500437078878,7.43756737247628,0.537385205521911,0.463518406787067,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,Not significant
