OTU	Total_tags	i_Si_2w_1_tags	i_Si_2w_2_tags	i_Si_2w_3_tags	i_Si_4w_1_tags	i_Si_4w_2_tags	i_Si_4w_3_tags	i_Si_6w_1_tags	i_Si_6w_2_tags	i_Si_6w_3_tags	i_Si_8w_1_tags	i_Si_8w_2_tags	i_Si_8w_3_tags	o_Si_1_tags	o_Si_2_tags	o_Si_3_tags	i_So_2w_1_tags	i_So_2w_2_tags	i_So_2w_3_tags	i_So_4w_1_tags	i_So_4w_2_tags	i_So_4w_3_tags	i_So_6w_1_tags	i_So_6w_2_tags	i_So_6w_3_tags	i_So_8w_1_tags	i_So_8w_2_tags	i_So_8w_3_tags	o_So_1_tags	o_So_2_tags	o_So_3_tags	i_Si_2w_1_relative_abundance	i_Si_2w_2_relative_abundance	i_Si_2w_3_relative_abundance	i_Si_4w_1_relative_abundance	i_Si_4w_2_relative_abundance	i_Si_4w_3_relative_abundance	i_Si_6w_1_relative_abundance	i_Si_6w_2_relative_abundance	i_Si_6w_3_relative_abundance	i_Si_8w_1_relative_abundance	i_Si_8w_2_relative_abundance	i_Si_8w_3_relative_abundance	o_Si_1_relative_abundance	o_Si_2_relative_abundance	o_Si_3_relative_abundance	i_So_2w_1_relative_abundance	i_So_2w_2_relative_abundance	i_So_2w_3_relative_abundance	i_So_4w_1_relative_abundance	i_So_4w_2_relative_abundance	i_So_4w_3_relative_abundance	i_So_6w_1_relative_abundance	i_So_6w_2_relative_abundance	i_So_6w_3_relative_abundance	i_So_8w_1_relative_abundance	i_So_8w_2_relative_abundance	i_So_8w_3_relative_abundance	o_So_1_relative_abundance	o_So_2_relative_abundance	o_So_3_relative_abundance	Domain	Phylum	Class	Order	Family	Genus	Species
ASV000433	118	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.949469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_lunata
ASV000547	118	0	0	0	0	63	50	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50692	0.402317	0	0	0	0	0.040232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV000598	118	2	108	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016093	0.869005	0.008046	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056324	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	
ASV000485	117	0	0	2	0	0	0	0	0	0	0	0	0	100	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.016093	0	0	0	0	0	0	0	0	0	0.804635	0	0.112649	0	0	0	0	0	0	0	0	0	0	0	0	0.008046	0	0	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae		
ASV000493	117	0	0	1	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	33	0	0	1	0	0	1	0	0	0	18	31	0	0	0.008046	0	0	0	0	0	0	0	0	0	0	0	0.257483	0	0	0	0.265529	0	0	0.008046	0	0	0.008046	0	0	0	0.144834	0.249437	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae		
ASV000464	116	24	0	2	0	0	72	0	0	0	0	0	0	3	2	4	0	0	3	0	0	0	0	0	1	0	0	3	0	0	2	0.193112	0	0.016093	0	0	0.579337	0	0	0	0	0	0	0.024139	0.016093	0.032185	0	0	0.024139	0	0	0	0	0	0.008046	0	0	0.024139	0	0	0.016093	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_alternata
ASV000594	116	23	24	21	0	0	0	0	0	0	0	0	0	12	20	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185066	0.193112	0.168973	0	0	0	0	0	0	0	0	0	0.096556	0.160927	0.120695	0.008046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota					
ASV000442	115	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	13	13	0	0	17	12	23	0	0	0	0	0	0	0	0.016093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281622	0.104603	0.104603	0	0	0.136788	0.096556	0.185066	0	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Nigrograna	
ASV000452	115	0	0	0	0	0	0	0	0	0	0	0	0	1	41	51	1	0	0	0	0	0	0	0	0	0	0	0	0	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0.008046	0.3299	0.410364	0.008046	0	0	0	0	0	0	0	0	0	0	0	0	0.016093	0.152881	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
ASV000499	115	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis_leptospora
ASV000456	113	0	0	0	1	0	0	0	0	0	0	0	0	0	1	35	0	0	0	6	0	9	0	13	0	4	10	0	0	18	16	0	0	0	0.008046	0	0	0	0	0	0	0	0	0	0.008046	0.281622	0	0	0	0.048278	0	0.072417	0	0.104603	0	0.032185	0.080463	0	0	0.144834	0.128742	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000538	113	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	14	0	0	0	21	0	29	0	0	0	0	0	0	0.362086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032185	0	0.112649	0	0	0	0.168973	0	0.233344	0	0	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae	Acrocalymma	
ASV000771	113	0	0	0	0	90	0	0	19	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.724171	0	0	0.152881	0	0	0	0	0	0	0	0	0	0	0.032185	0	0	0	0	0	0	0	0	0	0	0	Fungi						
ASV001472	113	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.909237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiales_fam_Incertae_sedis	Operculomyces	Operculomyces_laminatus
ASV000449	112	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	21	15	17	0	0	2	1	4	14	25	0	3	5	2	0	0	0.008046	0.016093	0	0	0	0	0	0	0	0	0	0	0	0	0.168973	0.120695	0.136788	0	0	0.016093	0.008046	0.032185	0.112649	0.201159	0	0.024139	0.040232	0.016093	0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Calonectria	Calonectria_chinensis
ASV000492	111	1	3	0	0	0	0	0	0	0	0	0	0	96	0	4	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0.008046	0.024139	0	0	0	0	0	0	0	0	0	0	0.772449	0	0.032185	0	0	0	0	0	0	0	0	0	0	0	0	0.056324	0	0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Volutella	
ASV000542	111	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9	74	10	0	0	0	0	0	9	0	0	0	0	0	0	0	0.072417	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072417	0.59543	0.080463	0	0	0	0	0	0.072417	0	0	0	0	0	0	Fungi	Basidiomycota	Agaricomycetes				
ASV000461	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	15	12	13	35	0	0	17	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056324	0	0.120695	0.096556	0.104603	0.281622	0	0	0.136788	0	0.072417	0.016093	0	0	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	Roussoella	Roussoella_solani
ASV000470	110	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	4	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.780496	0	0	0	0	0	0	0	0	0	0	0.032185	0	0	0.072417	0	0	0	0	0	0	0	0	0	0	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces_acuminatus
ASV000518	110	13	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	5	0	0	0	6	0	2	4	0	76	0.104603	0	0	0	0	0	0	0	0	0	0	0.024139	0	0	0.008046	0	0	0	0	0	0.040232	0	0	0	0.048278	0	0.016093	0.032185	0	0.611522	Fungi	Ascomycota	Sordariomycetes	Branch06			
ASV000940	110	0	0	0	0	0	0	3	43	0	0	56	0	0	0	0	0	0	1	0	0	4	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0.024139	0.345993	0	0	0.450595	0	0	0	0	0	0	0.008046	0	0	0.032185	0	0	0.008046	0	0.016093	0	0	0	0	Fungi						
ASV000466	109	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	95	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0.048278	0	0	0.008046	0	0	0	0	0	0	0	0	0	0	0	0.764403	0.048278	0.008046	Fungi	Basidiomycota	Agaricomycetes				
ASV000431	108	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	3	0	0	0	0	0	0	0	0	0	0	2	3	6	0.072417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.683939	0.024139	0	0	0	0	0	0	0	0	0	0	0.016093	0.024139	0.048278	Fungi	Ascomycota	Sordariomycetes	Diaporthales			
ASV000463	108	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	33	11	0	0	0	1	3	13	0	0	0	0	2	39	0	0.040232	0	0	0	0	0	0	0	0	0	0	0	0	0.008046	0	0.265529	0.08851	0	0	0	0.008046	0.024139	0.104603	0	0	0	0	0.016093	0.313808	Fungi	Ascomycota	Sordariomycetes	Xylariales			
ASV000481	108	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	47	56	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008046	0	0	0.008046	0.008046	0	0	0	0	0	0	0	0	0	0.378178	0.450595	0.016093	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Apiotrichum_laibachii
ASV000511	108	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	1	0	18	0	13	0	0	19	0	0	0	0	0	0	0.024139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.434503	0.008046	0	0.144834	0	0.104603	0	0	0.152881	0	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae		
ASV000446	107	0	0	0	0	0	0	0	0	0	0	4	0	0	2	1	8	9	0	0	7	0	15	14	27	0	15	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0.032185	0	0	0.016093	0.008046	0.064371	0.072417	0	0	0.056324	0	0.120695	0.112649	0.217251	0	0.120695	0	0	0	0.040232	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Myxocephala	Myxocephala_albida
ASV000479	107	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	10	2	0	1	13	3	17	2	3	0	0	0	0	0	0	0	0	0	0	0	0.450595	0	0	0	0	0	0	0	0	0	0.080463	0.016093	0	0.008046	0.104603	0.024139	0.136788	0.016093	0.024139	0	0	0	0	0	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11			
ASV000506	107	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	28	0	0	11	15	0	0	7	0	34	0	0	0	0.016093	0	0	0.008046	0	0	0	0	0	0	0	0	0	0	0	0.072417	0	0.225298	0	0	0.08851	0.120695	0	0	0.056324	0	0.273576	0	0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_spinosum
ASV001457	107	0	0	0	0	15	0	0	8	20	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120695	0	0	0.064371	0.160927	0	0	0.514966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi						
ASV001510	107	0	0	0	1	2	0	0	17	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008046	0.016093	0	0	0.136788	0	0	0	0.700032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi						
ASV000447	106	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	19	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040232	0.032185	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152881	0.627615	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
ASV000529	106	0	0	0	0	2	0	13	0	0	0	0	0	0	0	0	8	3	0	12	0	24	1	12	0	0	17	2	12	0	0	0	0	0	0	0.016093	0	0.104603	0	0	0	0	0	0	0	0	0.064371	0.024139	0	0.096556	0	0.193112	0.008046	0.096556	0	0	0.136788	0.016093	0.096556	0	0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis		
ASV000551	106	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	16	0	0	0	0	0	0	0	0	0	1	0	84	0.008046	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032185	0	0	0.128742	0	0	0	0	0	0	0	0	0	0.008046	0	0.675893	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	Plenodomus_biglobosus
ASV000468	105	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora_cyclaminis
ASV000536	105	0	0	0	0	0	0	0	0	0	7	7	6	0	0	0	0	0	0	0	1	4	0	2	3	3	33	39	0	0	0	0	0	0	0	0	0	0	0	0	0.056324	0.056324	0.048278	0	0	0	0	0	0	0	0.008046	0.032185	0	0.016093	0.024139	0.024139	0.265529	0.313808	0	0	0	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV000540	105	0	5	0	0	0	0	0	0	0	0	0	0	93	2	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0.040232	0	0	0	0	0	0	0	0	0	0	0.74831	0.016093	0.008046	0	0	0	0	0	0	0	0	0	0	0	0	0.032185	0	0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	
ASV000675	105	1	98	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008046	0.788542	0	0	0	0	0	0	0	0	0	0	0.008046	0	0	0	0.040232	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	Fusicolla_acetilerea
ASV000462	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104603	0	0	0	0	0.732218	0	0	Fungi						
ASV000582	104	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0.458642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136788	0.24139	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota					
ASV000453	102	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	66	0	0	2	0	0	1	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008046	0	0	0	0	0	0	0.531059	0	0	0.016093	0	0	0.008046	0	0.257483	0	0	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae		
ASV000491	102	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	18	0	13	20	11	3	1	11	0	0	20	0	0	0	0	0	0	0	0	0	0	0.040232	0	0	0	0	0	0	0	0	0.144834	0	0.104603	0.160927	0.08851	0.024139	0.008046	0.08851	0	0	0.160927	0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV000769	102	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.820727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Sordariomycetes				
ASV000451	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	18	14	0	0	0	19	0	5	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.249437	0	0	0.144834	0.112649	0	0	0	0.152881	0	0.040232	0.008046	0.104603	0	0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV000460	101	0	6	2	0	0	0	0	0	0	0	0	0	0	19	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0.048278	0.016093	0	0	0	0	0	0	0	0	0	0	0.152881	0.579337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016093	Fungi	Ascomycota					
ASV000477	101	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.732218	0	0	0	0	0	0	0	0	0	0	0	0.080463	0	0	0	0	0	0	0	0	0	0	0	Fungi	Basidiomycota	Agaricomycetes				
ASV000519	101	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	12	17	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0.474734	0	0	0	0	0	0	0	0	0	0	0.096556	0.136788	0.056324	0	0	0	0	0	0.048278	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_trachyspermus
ASV000505	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	18	14	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386225	0	0	0.144834	0.112649	0	0	0	0.160927	0	Fungi	Ascomycota					
ASV000665	100	0	90	7	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.724171	0.056324	0	0	0	0	0	0	0	0	0	0	0	0.008046	0	0.016093	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000454	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	1	18	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032185	0.016093	0.008046	0	0	0	0	0	0	0	0	0	0	0.008046	0.144834	0.587383	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
ASV000476	99	0	0	0	0	0	15	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.120695	0	0	0	0	0	0	0	0.6598	0	0	0	0	0	0	0	0	0	0	0	0	0.008046	0	0.008046	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
ASV000568	99	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	11	0	19	0	0	0	0	0	0.41841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136788	0	0.08851	0	0.152881	0	0	0	0	0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	
ASV000625	99	0	0	0	27	0	0	8	0	0	3	0	0	0	0	0	0	0	0	7	9	23	0	7	15	0	0	0	0	0	0	0	0	0	0.217251	0	0	0.064371	0	0	0.024139	0	0	0	0	0	0	0	0	0.056324	0.072417	0.185066	0	0.056324	0.120695	0	0	0	0	0	0	Fungi						
ASV001625	99	0	0	0	0	0	0	0	10	24	3	59	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.080463	0.193112	0.024139	0.474734	0.024139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi						
ASV000472	98	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	41	19	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.265529	0	0	0	0	0	0	0	0	0	0.3299	0.152881	0.040232	0	0	0	0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_elongata
ASV000490	98	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	12	6	0	0	0	0	2	6	4	9	0	0	0	0	0	0	0	0	0	0	0.474734	0	0	0	0	0	0	0	0	0	0.096556	0.048278	0	0	0	0	0.016093	0.048278	0.032185	0.072417	0	0	0	0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	
ASV000528	98	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	21	72	0	0	0	0	0	1	0	0	0	0	0	0	0	0.016093	0	0.016093	0	0	0	0	0	0	0	0	0	0	0	0	0.168973	0.579337	0	0	0	0	0	0.008046	0	0	0	0	0	Fungi	Ascomycota					
ASV000549	98	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	20	0	0	0	0	0	0	0.603476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024139	0.160927	0	0	0	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_restricta
ASV000688	98	90	0	0	0	0	0	0	0	0	0	0	0	2	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.724171	0	0	0	0	0	0	0	0	0	0	0	0.016093	0	0.024139	0.024139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000770	98	0	0	79	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	14	0	0	0	2	0	0	0	0	0	0	0	0	0	0.635661	0	0	0	0	0	0	0	0	0	0	0	0.016093	0	0	0.008046	0.112649	0	0	0	0.016093	0	0	0	0	0	0	0	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales			
ASV001552	98	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.788542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus_viscosum
ASV001675	98	0	0	0	0	0	0	0	0	3	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024139	0	0	0.764403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi						
ASV000513	97	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.772449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008046	0	0	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae		
ASV001832	97	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.780496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	Clavispora_lusitaniae
ASV000734	96	0	0	0	56	23	0	0	10	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.450595	0.185066	0	0	0.080463	0	0.048278	0	0	0	0	0	0	0	0	0	0	0.008046	0	0	0	0	0	0	0	0	0	Fungi						
ASV000480	95	0	0	0	0	0	36	0	0	0	0	0	0	0	0	1	0	0	0	0	12	15	0	5	0	0	1	0	0	0	25	0	0	0	0	0	0.289668	0	0	0	0	0	0	0	0	0.008046	0	0	0	0	0.096556	0.120695	0	0.040232	0	0	0.008046	0	0	0	0.201159	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium	Scolecobasidium_terreum
ASV000487	95	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	31	0	48	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008046	0	0	0	0	0	0	0	0	0	0	0.249437	0	0.386225	0	0	0.120695	0	0	0	0	0	0	Fungi	Basidiomycota	Agaricomycetes				
ASV000649	95	0	0	0	0	0	0	0	0	3	13	10	0	0	0	0	0	0	0	0	0	0	10	10	0	0	30	18	0	1	0	0	0	0	0	0	0	0	0	0.024139	0.104603	0.080463	0	0	0	0	0	0	0	0	0	0	0.080463	0.080463	0	0	0.24139	0.144834	0	0.008046	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae		
ASV001415	95	0	0	0	0	0	0	0	2	0	0	86	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0.016093	0	0	0.691986	0	0	0	0	0	0	0	0	0	0.008046	0	0	0.008046	0.024139	0	0.008046	0.008046	0	0	Fungi						
ASV000498	94	1	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	12	0	23	1	11	0	0	0	1	5	0	0	0.008046	0	0	0	0	0	0	0	0	0	0	0	0.321854	0	0	0	0	0	0.096556	0	0.185066	0.008046	0.08851	0	0	0	0.008046	0.040232	0	0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_neofusisporus
ASV000509	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	16	37	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096556	0.096556	0	0	0	0	0.128742	0.297715	0.136788	0	0	0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_anisopliae
ASV000526	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	60	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152881	0.482781	0.120695	0	0	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
